name,category,piston,breaks_water,stable,spawn_hostile,spawn_friendly,solid,conductive,height,height_note,width,width_note,falls,flammable,notes,id
Honeycomb Block,Functional Blocks,Movable,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,16,,16,,FALSE,FALSE,Full opaque decorative block; not flammable despite being made of honeycomb.,honeycomb-block
"Froglight (Ochre, Verdant, Pearlescent)",Functional Blocks,Movable,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,16,,16,,FALSE,FALSE,"Full opaque light-emitting block (light level 15). Unlike Glowstone/Sea Lantern it IS opaque, so it conducts redstone and counts as a spawn surface.",froglight-ochre-verdant-pearlescent
Shulker Box (uncolored + 16 colors),Functional Blocks,Breaks,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,16,,16,,FALSE,FALSE,"Portable storage that keeps its contents when broken. A full cube but non-opaque (no spawns on top, non-conductive). Breaks and drops as an item when pushed by a piston; cannot be pulled. Opening needs ~half a block of clearance above its top face.",shulker-box-uncolored-16-colors
"Copper Chest (all oxidation stages, waxed)",Functional Blocks (Immovable),Immovable,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,14,,14,"14×14×14px cube, inset ~1px on every side (like a regular Chest).",FALSE,FALSE,Stores items (block entity) — blocks piston extension entirely. Two placed side by side form a large copper chest. Oxidizes over time and can be waxed. Added in 1.21.9.,copper-chest-all-oxidation-stages-waxed
Heavy Core,Functional Blocks,Movable,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,8,,8,"Small 8×8×8px core centered in the block, like a Conduit.",FALSE,FALSE,Very high blast resistance; used to craft the Mace. Movable by pistons but does not stick to slime/honey blocks.,heavy-core
Sniffer Egg,Functional Blocks,Breaks,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,16,,12,"~12–14px footprint, full 16px tall.",FALSE,FALSE,Hatches into a Sniffer over time (faster on Moss Block). Breaks and drops when pushed by a piston.,sniffer-egg
Dried Ghast,Functional Blocks,Movable,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,10,,10,"~10×10×10px block, not a full cube.",FALSE,FALSE,Rehydrates in water over four stages and eventually spawns a Happy Ghast. Waterloggable. Added in 1.21.6.,dried-ghast
"Lightning Rod (all oxidation stages, waxed)",Redstone Components,Movable,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,16,,4,Thin 4×4px rod spanning the full 16px height along its axis.,FALSE,FALSE,Emits a redstone signal when struck by lightning and attracts nearby strikes. Attaches to a block face; waterloggable. Oxidizes (as of 1.21.9) and can be waxed.,lightning-rod-all-oxidation-stages-waxed
Cocoa (Cocoa Pods),Plants & Crops,Breaks,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,5,Grows with age: ~5px tall (age 0) up to ~9px at full growth.,4,Footprint grows from ~4px to ~6px with age.,FALSE,FALSE,Grows on the side of Jungle Logs/Wood through three stages. Has a small real collision box.,cocoa-cocoa-pods
Spore Blossom,Plants & Crops,Breaks,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,,0,,FALSE,FALSE,Hangs from a solid block above; drips water particles. No collision.,spore-blossom
Pale Hanging Moss,Plants & Crops,Breaks,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,,0,,FALSE,FALSE,Hangs beneath Pale Moss Block / other blocks above (Pale Garden). No collision.,pale-hanging-moss
Nether Sprouts,Plants & Crops,Breaks,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,,0,,FALSE,FALSE,Small decorative Nether plant; needs Nylium/Soul Soil-type block below. No collision.,nether-sprouts
"Ground Cover (Pink Petals, Wildflowers, Leaf Litter)",Plants & Crops,Breaks,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,,0,,FALSE,FALSE,Flat 1–4 segment ground cover that needs a solid block below. No collision. Pink Petals (Cherry Grove); Wildflowers & Leaf Litter (Spring to Life).,ground-cover-pink-petals-wildflowers-leaf-litter
"Dry Vegetation (Bush, Firefly Bush, Short & Tall Dry Grass)",Plants & Crops,Breaks,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,,0,,FALSE,FALSE,Decorative dry vegetation (Spring to Life / badlands). Firefly Bush emits firefly particles at night. No collision.,dry-vegetation-bush-firefly-bush-short-tall-dry-grass
Cactus Flower,Plants & Crops,Breaks,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,,0,,FALSE,FALSE,Small flower that grows on top of / beside Cactus (Spring to Life). No collision.,cactus-flower
Torch / Soul Torch / Copper Torch (+ wall variants),Functional Blocks,Breaks,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,,0,,FALSE,FALSE,Light source that attaches to the top or side of a block; no collision and washed away by water. Copper Torch added in 1.21.9. (The Redstone Torch is listed separately.),torch-soul-torch-copper-torch-wall-variants
